title,published_date,view_count,like_count,comment_count,views_per_day,engagement_rate,duration_seconds,video_id,url,description
What Does Conflict In Every Scene REALLY Mean? - Eric Conner [FULL INTERVIEW],2025-11-08 01:00:24,4627,152,4,132.2,3.37,5133,BrrBWgI8cec,https://youtube.com/watch?v=BrrBWgI8cec,"Our new book... STORY QUESTIONS: How To Unlock Your Story One Question At A Time
https://payhip.com/b/ZTvq9 

0:00 - Being Critical Of A Movie Too Soon
7:37 - Proven Strategies To Help Writers Generate Story Ideas
19:32 - Film School Professor Comments On Whether Students Should Use AI
28:44 - Truth About Writing A Great Scene
41:25 - What Does Conflict In Every Scene REALLY Mean?
55:59 - Why You're Never Too Young To Write A Movie
1:14:53 - 5 Tips For Making A Short Film

Eric Conner has taught hundreds of aspiring storytellers at the New York Film Academy (LA), the Writer’s Store, the Animation Guild and Starcoach – China.  At NYFA, he’s interviewed dozens of entertainment professionals including Django Unchained producer Reginald Hudlin and John Wick director Chad Stahelski and wrote/hosted the podcast The Backlot.   

He recently produced the feature length documentary Other Voices (Aswat Acherim), available on Amazon. His work has been featured on the Howard Stern Show, On Demand Cable, Entertainment Tonight and Ranker.com. Eric has been a Burbank Cultural Arts Commissioner since 2019.

As a writer he's adapted projects based on Knott's Scary Farm and the NY Times bestseller Vampire Kisses.  He’s worked with HollyShorts for years as a film judge and moderated multiple panels / Q&As at their annual festival.   

CONNECT WITH ERIC CONNER
https://www.imdb.com/name/nm1289127
https://www.linkedin.com/in/eric-conner-57370771 

Founded in 1992 by Jerry Sherlock, the New York Film Academy (NYFA) provides an accessible, hands-on education in filmmaking, media, and the performing arts. With a mission to make the film industry more accessible to all, NYFA empowers students from diverse backgrounds to tell powerful stories through a project-based, immersive curriculum. Students work closely with industry professionals, gaining invaluable mentorship and real-world experience while building creative, technical, and collaborative skills. NYFA's global community includes students from over 160 countries, fostering a network of passionate storytellers. From day one, students dive into creating projects that refine their craft and prepare them for successful careers. With a focus on practical experience and individualized support, NYFA equips students with the tools and confidence to excel in the competitive world of filmmaking and the arts.

CONNECT WITH NYFA
https://www.nyfa.edu
https://www.nyfa.edu/location/nyfa-los-angeles

MORE VIDEOS LIKE THIS
I've Been Teaching Writing For 25 Years... Avoid These Mistakes - https://youtu.be/LxCQfyWK0Ds
The Idea: The Seven Elements of a Viable Story for Screen - https://youtu.be/8s45pNvEBIc
How A Writer Can Turn An Ordinary Idea Into A Great One - https://youtu.be/G8Kl1tGBJT0
What Is High Concept?  Opposing Thoughts On Big Movie Ideas - https://youtu.be/c3vE5jpfBI0
Where Most New Writers Go Wrong - https://youtu.be/cBeQrRARRtU
 
CONNECT WITH FILM COURAGE
http://www.FilmCourage.com
http://twitter.com/#!/FilmCourage
https://www.facebook.com/filmcourage

SUBSCRIBE TO THE FILM COURAGE YOUTUBE CHANNEL
http://bit.ly/18DPN37

PERSONALLY SPONSOR FILM COURAGE
https://ko-fi.com/filmcourage

SUPPORT FILM COURAGE BY BECOMING A MEMBER
https://www.youtube.com/channel/UCs8o1mdWAfefJkdBg632_tg/join

SUPPORT FILM COURAGE BY BECOMING A PATRON
https://www.patreon.com/filmcourage

LISTEN TO THE FILM COURAGE PODCAST
https://soundcloud.com/filmcourage-com

(Affiliates)

►BOOKS WE RECOMMEND:

THE NUTSHELL TECHNIQUE: Crack the Secret of Successful Screenwriting  https://amzn.to/2X3Vx5F
THE STORY SOLUTION: 23 Actions All Great Heroes Must Take
http://amzn.to/2gYsuMf
SAVE THE CAT!  The Last Book on Screenwriting You'll Ever Need
https://amzn.to/3dNg2HQ
THE ANATOMY OF STORY: 22 Steps To Becoming A Master Storyteller
http://amzn.to/2h6W3va
THE ART OF DRAMATIC WRITING - Lajos Egri
https://amzn.to/3jh3b5f

►FILMMAKER STARTER KIT
BLACKMAGIC Design Pocket Cinema Camera 4K - https://amzn.to/4gDU0s9
ZOOM H4essential 4-Track Handy Recorder - https://amzn.to/3TIon6X
SENNHEISER Professional Shotgun Microphone - https://amzn.to/3TEnLiE
NEEWER CB300B 320W LED Video Light - https://amzn.to/3XEMK6F
►WE USE THIS CAMERA (B&H) – https://buff.ly/3rWqrra

►Stuff we use:

LENS - Most people ask us what camera we use, no one ever asks about the lens which filmmakers always tell us is more important.  This lens was a big investment for us and one we wish we could have made sooner.  Started using this lens at the end of 2013 - http://amzn.to/2tbtmOq

*Disclaimer: This video and description contains affiliate links, which means that if you click on one of the product links, we’ll receive a small commission. This helps support the channel and allows us to continue to make videos like this. Thank you for your support!

#writing #screenwriting #writingcommunity"
Most New Writers Have A Hard Time Learning This - Andrew Zinnes,2024-12-11 01:00:32,41485,1478,94,113.04,3.79,702,XOkJPDGmxkQ,https://youtube.com/watch?v=XOkJPDGmxkQ,"BUY THE BOOK - SCREENWRITERS ADVICE: From Popular and Award Winning Film, TV, and Streaming Shows (The Guerilla Filmmaker’s Handbooks) - https://amzn.to/3Yzen1x

BUY THE BOOK - THE DOCUMENTARY FILM MAKERS HANDBOOK: A Guerilla Guide
https://amzn.to/40x9BEz

BUY THE BOOK - THE GUERILLA FILM MAKERS POCKETBOOK: The Ultimate Guide to Digital Film Making (The Guerilla Filmmaker’s Handbooks) - https://amzn.to/40zOJfI

CONNECT WITH ANDREW ZINNES
https://www.imdb.com/name/nm1088109
https://uk.linkedin.com/in/andrew-zinnes-aa07356

Andrew Zinnes is Senior Teaching Fellow at the University of Portsmouth, UK. He has worked in development at Paramount Pictures and at USA Networks. He left to become a script analyst, and worked for Morgan Creek Productions, Artisan and several script analyst companies. Using his documentary filmmaking experience, Andrew was the perfect co-author for The Documentary Film Makers Handbook. He has taught documentary at the NY Film Academy and has lectured on filmmaking at schools and colleges around the US. He is a founding partner of the film company Crazee Pictures.

MORE FILM COURAGE VIDEOS LIKE THIS
If You Know The Ending... You Know The Beginning (Writing Advice) - https://youtu.be/szBV1ViITLU
Writers Only Have To Know These 5 Basic Voices - https://youtu.be/Vpd9DJLz7hA
Where Writers Go Wrong With Story - https://youtu.be/727CmHE3z8w
Why 99% Of Stories Are Meaningless - https://youtu.be/v4wkx8LBH_s
Most New Writers Struggle With Conflict - https://youtu.be/AzYfoZ8nFn0

CONNECT WITH FILM COURAGE
http://www.FilmCourage.com
http://twitter.com/#!/FilmCourage
https://www.facebook.com/filmcourage
https://www.instagram.com/filmcourage
http://filmcourage.tumblr.com
http://pinterest.com/filmcourage

SUBSCRIBE TO THE FILM COURAGE YOUTUBE CHANNEL
http://bit.ly/18DPN37

PERSONALLY SPONSOR FILM COURAGE
https://ko-fi.com/filmcourage

SUPPORT FILM COURAGE BY BECOMING A MEMBER
https://www.youtube.com/channel/UCs8o1mdWAfefJkdBg632_tg/join

SUPPORT FILM COURAGE BY BECOMING A PATRON
https://www.patreon.com/filmcourage

LISTEN TO THE FILM COURAGE PODCAST
https://soundcloud.com/filmcourage-com

(Affiliates)

►BOOKS WE RECOMMEND:

THE NUTSHELL TECHNIQUE: Crack the Secret of Successful Screenwriting  https://amzn.to/2X3Vx5F
THE STORY SOLUTION: 23 Actions All Great Heroes Must Take
http://amzn.to/2gYsuMf
SAVE THE CAT!  The Last Book on Screenwriting You'll Ever Need
https://amzn.to/3dNg2HQ
THE ANATOMY OF STORY: 22 Steps To Becoming A Master Storyteller
http://amzn.to/2h6W3va
THE ART OF DRAMATIC WRITING - Lajos Egri
https://amzn.to/3jh3b5f
ON WRITING: A Memoir of the Craft
https://amzn.to/3XgPtCN
THE WAR OF ART: Break Through the Blocks 
and Win Your Inner Creative Battles 
http://amzn.to/1KeW9ob

►FILMMAKER STARTER KIT
BLACKMAGIC Design Pocket Cinema Camera 4K - https://amzn.to/4gDU0s9
ZOOM H4essential 4-Track Handy Recorder - https://amzn.to/3TIon6X
SENNHEISER Professional Shotgun Microphone - https://amzn.to/3TEnLiE
NEEWER CB300B 320W LED Video Light - https://amzn.to/3XEMK6F
NEEWER 160 LED CN-160 Dimmable Ultra High Power - https://amzn.to/3XX57VK

►WE USE THIS CAMERA (B&H) – https://buff.ly/3rWqrra
►WE USE THIS SOUND RECORDER (AMAZON) – http://amzn.to/2tbFlM9

►Stuff we use:

LENS - Most people ask us what camera we use, no one ever asks about the lens which filmmakers always tell us is more important.  This lens was a big investment for us and one we wish we could have made sooner.  Started using this lens at the end of 2013 - http://amzn.to/2tbtmOq

AUDIO 

Rode VideoMic Pro  - The Rode mic helps us capture our backup audio.  It also helps us sync up our audio in post https://amzn.to/425k5rG

Audio Recorder - If we had to do it all over again, this is probably the first item we would have bought - https://amzn.to/3WEuz0k

LIGHTS - Although we like to use as much natural light as we can, we often enhance the lighting with this small portable light.  We have two of them and they have saved us a number of times - http://amzn.to/2u5UnHv

*Disclaimer: This video and description contains affiliate links, which means that if you click on one of the product links, we’ll receive a small commission. This helps support the channel and allows us to continue to make videos like this. Thank you for your support!

#writing #screenwriting #story"
Where Most New Writers Go Wrong - Andrew Zinnes [FULL INTERVIEW],2025-09-23 00:00:45,8000,234,15,98.77,3.11,5706,cBeQrRARRtU,https://youtube.com/watch?v=cBeQrRARRtU,"Our two new books...  STORY QUESTIONS is currently 10% off! - https://payhip.com/b/ZTvq9
and  17 Steps To Writing A Great Main Character -  https://payhip.com/b/kCZGd 

0:00 - Former Script Reader Shares 3 Lessons On Breaking Into The Film Industry
10:25 - 99% Of Screenplays Are Not Garbage 
22:41 - How To Know If A Screenplay Has Been Written Too Fast
36:05 - Most New Writers Have A Hard Time Learning This
47:44 - How To Know You Have A Good Story Idea
1:03:37 - If You Know The Ending... You Know The Beginning (Writing Advice)
1:12:16 - Filmmakers Can Make A Lot Of Mistakes But This Is Probably The Worst One
1:24:25 - If You Can't Tell Your Story Succinctly... Then You Don't Know It

Andrew Zinnes is Senior Teaching Fellow at the University of Portsmouth, UK. He has worked in development at Paramount Pictures and at USA Networks. He left to become a script analyst, and worked for Morgan Creek Productions, Artisan and several script analyst companies. Using his documentary filmmaking experience, Andrew was the perfect co-author for The Documentary Film Makers Handbook. He has taught documentary at the NY Film Academy and has lectured on filmmaking at schools and colleges around the US. He is a founding partner of the film company Crazee Pictures.

BUY THE BOOK - SCREENWRITERS ADVICE: From Popular and Award Winning Film, TV, and Streaming Shows (The Guerilla Filmmaker’s Handbooks) - https://amzn.to/3Yzen1x

BUY THE BOOK - THE DOCUMENTARY FILM MAKERS HANDBOOK: A Guerilla Guide
https://amzn.to/40x9BEz

BUY THE BOOK - THE GUERILLA FILM MAKERS POCKETBOOK: The Ultimate Guide to Digital Film Making (The Guerilla Filmmaker’s Handbooks) - https://amzn.to/40zOJfI

CONNECT WITH ANDREW ZINNES
https://www.imdb.com/name/nm1088109
https://uk.linkedin.com/in/andrew-zinnes-aa07356

MORE FILM COURAGE VIDEOS LIKE THIS
Write Your Life And Become A Better Storyteller - https://youtu.be/xFK5Ih3CPFc
42 Ways To Avoid Writing A Boring Screenplay - https://youtu.be/OBvusf6vn-0
Don't Get It Right, Get It Written! - https://youtu.be/V6Yql0jrjow
How To Write A Great Story (Decades Of Wisdom Distilled Down To 17 Minutes) - https://youtu.be/2-g1xYsgJ9s

CONNECT WITH FILM COURAGE
http://www.FilmCourage.com
http://twitter.com/#!/FilmCourage
https://www.facebook.com/filmcourage
https://www.instagram.com/filmcourage

SUBSCRIBE TO THE FILM COURAGE YOUTUBE CHANNEL
http://bit.ly/18DPN37

PERSONALLY SPONSOR FILM COURAGE
https://ko-fi.com/filmcourage

SUPPORT FILM COURAGE BY BECOMING A MEMBER
https://www.youtube.com/channel/UCs8o1mdWAfefJkdBg632_tg/join

SUPPORT FILM COURAGE BY BECOMING A PATRON
https://www.patreon.com/filmcourage

LISTEN TO THE FILM COURAGE PODCAST
https://soundcloud.com/filmcourage-com

(Affiliates)

►BOOKS WE RECOMMEND:

THE NUTSHELL TECHNIQUE: Crack the Secret of Successful Screenwriting  https://amzn.to/2X3Vx5F
THE STORY SOLUTION: 23 Actions All Great Heroes Must Take
http://amzn.to/2gYsuMf
SAVE THE CAT!  The Last Book on Screenwriting You'll Ever Need
https://amzn.to/3dNg2HQ
THE ANATOMY OF STORY: 22 Steps To Becoming A Master Storyteller
http://amzn.to/2h6W3va
THE ART OF DRAMATIC WRITING - Lajos Egri
https://amzn.to/3jh3b5f

►FILMMAKER STARTER KIT
BLACKMAGIC Design Pocket Cinema Camera 4K - https://amzn.to/4gDU0s9
ZOOM H4essential 4-Track Handy Recorder - https://amzn.to/3TIon6X
SENNHEISER Professional Shotgun Microphone - https://amzn.to/3TEnLiE
NEEWER CB300B 320W LED Video Light - https://amzn.to/3XEMK6F
NEEWER 160 LED CN-160 Dimmable Ultra High Power - https://amzn.to/3XX57VK

►WE USE THIS CAMERA (B&H) – https://buff.ly/3rWqrra
►WE USE THIS SOUND RECORDER (AMAZON) – http://amzn.to/2tbFlM9

►Stuff we use:

LENS - Most people ask us what camera we use, no one ever asks about the lens which filmmakers always tell us is more important.  This lens was a big investment for us and one we wish we could have made sooner.  Started using this lens at the end of 2013 - http://amzn.to/2tbtmOq

AUDIO 

Rode VideoMic Pro  - The Rode mic helps us capture our backup audio.  It also helps us sync up our audio in post https://amzn.to/425k5rG

Audio Recorder - If we had to do it all over again, this is probably the first item we would have bought - https://amzn.to/3WEuz0k

LIGHTS - Although we like to use as much natural light as we can, we often enhance the lighting with this small portable light.  We have two of them and they have saved us a number of times - http://amzn.to/2u5UnHv

*Disclaimer: This video and description contains affiliate links, which means that if you click on one of the product links, we’ll receive a small commission. This helps support the channel and allows us to continue to make videos like this. Thank you for your support!

#writing #screenwriting #story"
Acting Is 99% Text Analysis - Lynda Goodfriend,2025-11-04 01:00:43,2452,163,14,62.87,7.22,664,Uu2OgGd9iHU,https://youtube.com/watch?v=Uu2OgGd9iHU,"Our two new books...  STORY QUESTIONS is currently 10% off! - https://payhip.com/b/ZTvq9
and 17 Steps To Writing A Great Main Character -  https://payhip.com/b/kCZGd

Our gratitude to Anthony Leone for crafting this set!  And a special thanks to Christopher Pettoni for his work behind the scenes to make this possible!

Lynda Goodfriend is the Creative Director for Acting for Film at New York Film Academy (NYFA) Los Angeles

Lynda Goodfriend received her BFA from Southern Methodist University and did her acting study with legendary masters Lee Strasburg and Sandy Meisner. She has appeared in numerous shows on and Off-Broadway, including Good News, West Side Story, She Loves Me, Fiddler on the Roof, and The Boyfriend. For eight seasons, she played Richie’s (Ron Howard) girlfriend, Lori Beth, on the legendary sitcom Happy Days and guest-starred on shows like The Love Boat, Fantasy Island, and Vega$. Onscreen, she’s appeared in Pretty Woman, Taxi Driver, The Front, Nothing in Common, and Beaches. She founded the award-winning Actors Workout Theater in NoHo as well as the Actors Workout School. Behind the scenes, she has also worked in talent management, even opening her own firm, and has directed several television projects.

CONNECT WITH LYNDA GOODFRIEND
https://www.nyfa.edu/film-school-blog/nyfa-acting-for-film-faculty-lynda-goodfriend
https://www.imdb.com/name/nm0328898

Founded in 1992 by Jerry Sherlock, the New York Film Academy (NYFA) provides an accessible, hands-on education in filmmaking, media, and the performing arts. With a mission to make the film industry more accessible to all, NYFA empowers students from diverse backgrounds to tell powerful stories through a project-based, immersive curriculum. Students work closely with industry professionals, gaining invaluable mentorship and real-world experience while building creative, technical, and collaborative skills. NYFA's global community includes students from over 160 countries, fostering a network of passionate storytellers. From day one, students dive into creating projects that refine their craft and prepare them for successful careers. With a focus on practical experience and individualized support, NYFA equips students with the tools and confidence to excel in the competitive world of filmmaking and the arts.

CONNECT WITH NYFA
https://www.nyfa.edu
https://www.nyfa.edu/location/nyfa-los-angeles

CONNECT WITH FILM COURAGE
http://www.FilmCourage.com
http://twitter.com/#!/FilmCourage

SUBSCRIBE TO THE FILM COURAGE YOUTUBE CHANNEL
http://bit.ly/18DPN37

PERSONALLY SPONSOR FILM COURAGE
https://ko-fi.com/filmcourage

SUPPORT FILM COURAGE BY BECOMING A MEMBER
https://www.youtube.com/channel/UCs8o1mdWAfefJkdBg632_tg/join

SUPPORT FILM COURAGE BY BECOMING A PATRON
https://www.patreon.com/filmcourage

(Affiliates)

►BOOKS WE RECOMMEND:

STORY QUESTIONS: How To Unlock Your Story One Question At A Time
https://payhip.com/b/ZTvq9
THE NUTSHELL TECHNIQUE: Crack the Secret of Successful Screenwriting  https://amzn.to/2X3Vx5F
THE STORY SOLUTION: 23 Actions All Great Heroes Must Take
http://amzn.to/2gYsuMf
SAVE THE CAT!  The Last Book on Screenwriting You'll Ever Need
https://amzn.to/3dNg2HQ
THE ANATOMY OF STORY: 22 Steps To Becoming A Master Storyteller
http://amzn.to/2h6W3va
THE ART OF DRAMATIC WRITING - Lajos Egri
https://amzn.to/3jh3b5f

►FILMMAKER STARTER KIT
BLACKMAGIC Design Pocket Cinema Camera 4K - https://amzn.to/4gDU0s9
ZOOM H4essential 4-Track Handy Recorder - https://amzn.to/3TIon6X
SENNHEISER Professional Shotgun Microphone - https://amzn.to/3TEnLiE
NEEWER CB300B 320W LED Video Light - https://amzn.to/3XEMK6F
NEEWER 160 LED CN-160 Dimmable Ultra High Power - https://amzn.to/3XX57VK

►WE USE THIS CAMERA (B&H) – https://buff.ly/3rWqrra
►WE USE THIS SOUND RECORDER (AMAZON) – http://amzn.to/2tbFlM9

►Stuff we use:

LENS - Most people ask us what camera we use, no one ever asks about the lens which filmmakers always tell us is more important.  This lens was a big investment for us and one we wish we could have made sooner.  Started using this lens at the end of 2013 - http://amzn.to/2tbtmOq

AUDIO 

Audio Recorder - If we had to do it all over again, this is probably the first item we would have bought - https://amzn.to/3WEuz0k

LIGHTS - Although we like to use as much natural light as we can, we often enhance the lighting with this small portable light.  We have two of them and they have saved us a number of times - http://amzn.to/2u5UnHv

*Disclaimer: This video and description contains affiliate links, which means that if you click on one of the product links, we’ll receive a small commission. This helps support the channel and allows us to continue to make videos like this. Thank you for your support!

#actors #actorslife #filmindustry"
Biggest Difference Between Bad Cinematography and Great Cinematography - Suki Medencevic,2025-05-25 00:00:05,9404,420,20,46.55,4.68,512,4Z7EThdU4Ao,https://youtube.com/watch?v=4Z7EThdU4Ao,"Our two new books...  STORY QUESTIONS is currently 10% off! - https://payhip.com/b/ZTvq9
and  17 Steps To Writing A Great Main Character -  https://payhip.com/b/kCZGd

Suki was born in Derventa, Bosnia and Herzegovina. While in high school he became interested in still photography but his real involvement in film started when he was accepted at The National Film School for Dramatic Arts, FDU, Belgrade, Yugoslavia. He continued his education at the renowned National Film School (FAMU), Prague, Czech Republic, where he earned his Master's Degree with Honors in cinematography. Shortly thereafter, he came to the USA to continue his professional career.  He was involved in several high profile documentaries for Pixar, ILM, The Hearst Corporation, ""The History of Imagineering"" for Disney Studios being one of them. In 2024 he received ""Jan Award"" by ASBH for his cinematography at ""Shining Vale"" series.  In 2010, he became a member of the American Cinematographers Society (ASC).  In addition, for his academic achievements and contribution to the art of cinematography, he was awarded a Honorary Doctorate Degree in Fine Arts. Suki is a proud father and husband and living and working in Los Angeles.

CONNECT WITH SUKI MEDENCEVIC
https://www.sukiasc.com
https://www.imdb.com/name/nm0575530
https://www.instagram.com/sukimedeni

Founded in 1992 by Jerry Sherlock, the New York Film Academy (NYFA) provides an accessible, hands-on education in filmmaking, media, and the performing arts. With a mission to make the film industry more accessible to all, NYFA empowers students from diverse backgrounds to tell powerful stories through a project-based, immersive curriculum. Students work closely with industry professionals, gaining invaluable mentorship and real-world experience while building creative, technical, and collaborative skills. NYFA's global community includes students from over 160 countries, fostering a network of passionate storytellers. From day one, students dive into creating projects that refine their craft and prepare them for successful careers. With a focus on practical experience and individualized support, NYFA equips students with the tools and confidence to excel in the competitive world of filmmaking and the arts.

CONNECT WITH NYFA
https://www.nyfa.edu
https://www.nyfa.edu/location/nyfa-los-angeles

CONNECT WITH FILM COURAGE
http://www.FilmCourage.com

SUBSCRIBE TO THE FILM COURAGE YOUTUBE CHANNEL
http://bit.ly/18DPN37

PERSONALLY SPONSOR FILM COURAGE
https://ko-fi.com/filmcourage

SUPPORT FILM COURAGE BY BECOMING A MEMBER
https://www.youtube.com/channel/UCs8o1mdWAfefJkdBg632_tg/join

SUPPORT FILM COURAGE BY BECOMING A PATRON
https://www.patreon.com/filmcourage

LISTEN TO THE FILM COURAGE PODCAST
https://soundcloud.com/filmcourage-com

(Affiliates)

►BOOKS WE RECOMMEND:

THE NUTSHELL TECHNIQUE: Crack the Secret of Successful Screenwriting  https://amzn.to/2X3Vx5F
THE STORY SOLUTION: 23 Actions All Great Heroes Must Take
http://amzn.to/2gYsuMf
SAVE THE CAT!  The Last Book on Screenwriting You'll Ever Need
https://amzn.to/3dNg2HQ
THE ANATOMY OF STORY: 22 Steps To Becoming A Master Storyteller
http://amzn.to/2h6W3va
THE ART OF DRAMATIC WRITING - Lajos Egri
https://amzn.to/3jh3b5f
ON WRITING: A Memoir of the Craft
https://amzn.to/3XgPtCN

►FILMMAKER STARTER KIT
BLACKMAGIC Design Pocket Cinema Camera 4K - https://amzn.to/4gDU0s9
SENNHEISER Professional Shotgun Microphone - https://amzn.to/3TEnLiE
NEEWER CB300B 320W LED Video Light - https://amzn.to/3XEMK6F
NEEWER 160 LED CN-160 Dimmable Ultra High Power - https://amzn.to/3XX57VK

►WE USE THIS CAMERA (B&H) – https://buff.ly/3rWqrra

►Stuff we use:

LENS - Most people ask us what camera we use, no one ever asks about the lens which filmmakers always tell us is more important.  This lens was a big investment for us and one we wish we could have made sooner.  Started using this lens at the end of 2013 - http://amzn.to/2tbtmOq

AUDIO 

Rode VideoMic Pro  - The Rode mic helps us capture our backup audio.  It also helps us sync up our audio in post https://amzn.to/425k5rG

Audio Recorder - If we had to do it all over again, this is probably the first item we would have bought - https://amzn.to/3WEuz0k

LIGHTS - Although we like to use as much natural light as we can, we often enhance the lighting with this small portable light.  We have two of them and they have saved us a number of times - http://amzn.to/2u5UnHv

*Disclaimer: This video and description contains affiliate links, which means that if you click on one of the product links, we’ll receive a small commission. This helps support the channel and allows us to continue to make videos like this. Thank you for your support!

#cinematography #filmmaking #camera"
How One Person Can Start A Production Company - Van Ditthavong,2021-02-01 01:00:03,74144,2504,99,41.75,3.51,952,91pyaqUjMbk,https://youtube.com/watch?v=91pyaqUjMbk,"Our two new books...  STORY QUESTIONS is currently 10% off! - https://payhip.com/b/ZTvq9
and  17 Steps To Writing A Great Main Character -  https://payhip.com/b/kCZGd

Writer/Director/Photographer Van Ditthavong is the founding partner and executive producer of goPOP FILMS – a creative content studio and production company. He has taught at the New York Film Academy (Los Angeles) and UCLA Extension – where he received the 2015 Outstanding Instructor of the Year honor for the Visual Arts Department. His latest project is his feature directing debut, ALL ROADS TO PEARLA (starring Alex MacNicoll, Addison Timlin, Nick Chinlund, and Dash Mihok) and produced by Red Entertainment and goPOP FILMS.

WATCH ‘ALL ROADS TO PEARLA’ TRAILER
https://youtu.be/j5zE1IEulnk

MORE VIDEOS WITH VAN DITTHAVONG
https://bit.ly/3jGyo0D

CONNECT WITH VAN DITTHAVONG
http://www.vanditthavong.com
http://gopopfilms.com
http://www.allroadstopearla.com
https://www.imdb.com/name/nm2509775
https://www.instagram.com/runvanrun
https://twitter.com/vanditthavong
https://www.youtube.com/channel/UCncbyt_Hw-ZOpCGiHIzsxrQ

SUPPORT FILM COURAGE BY BECOMING A MEMBER
https://www.youtube.com/channel/UCs8o1mdWAfefJkdBg632_tg/join

CONNECT WITH FILM COURAGE
http://www.FilmCourage.com
http://twitter.com/#!/FilmCourage
https://www.facebook.com/filmcourage
http://filmcourage.tumblr.com
http://pinterest.com/filmcourage

BUSINESS INQUIRIES
http://bit.ly/22M0Va2

SUBSCRIBE TO THE FILM COURAGE YOUTUBE CHANNEL
http://bit.ly/18DPN37

LISTEN TO THE FILM COURAGE PODCAST
https://soundcloud.com/filmcourage-com

PROMOTE YOUR MOVIE, WEBSERIES, OR PRODUCT ON FILM COURAGE
http://bit.ly/1nnJkgm

Stuff we use:
CAMERA - This is the camera we have used to film 90+% of our interviews (over 200 interviews and counting)  It continues to be our workhorse - http://amzn.to/2u66V1J

LENS - Most people ask us what camera we use, no one ever asks about the lens which filmmakers always tell us is more important.  This lens was a big investment for us and one we wish we could have made sooner.  Started using this lens at the end of 2013 - http://amzn.to/2tbtmOq

AUDIO 

Rode VideoMic Pro  - The Rode mic helps us capture our backup audio.  It also helps us sync up our audio in post http://amzn.to/2t1n2hx

Audio Recorder - If we had to do it all over again, this is probably the first item we would have bought - http://amzn.to/2tbFlM9

LIGHTS - Although we like to use as much natural light as we can, we often enhance the lighting with this small portable light.  We have two of them and they have saved us a number of times - http://amzn.to/2u5UnHv

COMPUTER - Our favorite computer, we each have one and have used various models since 2010 - http://amzn.to/2t1M67Z

*These are affiliate links, by using them you can help support this channel.

#film #filmmaking #filmmakers"
